id,name,brand,category,subcategory,description,detailed_description,key_benefits,ingredients,serving_size,servings_per_container,directions_for_use,warnings,price,compare_at_price,currency,stock_quantity,is_available,is_featured,is_bestseller,image_url,nutrition_facts,certifications,target_audience,health_conditions,allergen_info,manufacturer,country_of_origin,expiry_date,barcode,sku,weight_grams,tags,seo_title,seo_description,price_aed,barcode sku
c819dd7d-7598-464f-9035-3d0fc7d0d11a,Glucomannan (Konjac Root Fiber),Biowell,8Weight Loss,,A highly viscous soluble fiber that expands in the stomach to,A highly viscous soluble fiber that expands in the stomach to,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Glucomannan (Konjac Root Fiber),A highly viscous soluble fiber that expands in the stomach to,0.0,
08f5cfe3-2ecc-43c5-b797-2d153fdcb3da,min before meals (and caution,Biowell,8Weight Loss,,adequate water is important to prevent choking or blockages).,adequate water is important to prevent choking or blockages).,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,min before meals (and caution,adequate water is important to prevent choking or blockages).,0.0,
5f2ee344-f2d0-4f2e-bcb7-61ca184246c0,Protein Supplement (Whey or Casein),Biowell,8Weight Loss,,A high-protein diet is proven effective for weight,A high-protein diet is proven effective for weight,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Protein Supplement (Whey or Casein),A high-protein diet is proven effective for weight,0.0,
c860e190-a49f-4f07-83a8-b15c70da0630,Capsaicin (Cayenne Pepper Extract),Biowell,8Weight Loss,,Capsaicin from chili peppers slightly increases thermogenesis,Capsaicin from chili peppers slightly increases thermogenesis,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Capsaicin (Cayenne Pepper Extract),Capsaicin from chili peppers slightly increases thermogenesis,0.0,
22a6765e-e31d-45de-8e44-4d8e647f63cd,Garcinia Cambogia (Hydroxycitric Acid),Biowell,8Weight Loss,,A very popular weight-loss fruit extract that inhibits ATP,A very popular weight-loss fruit extract that inhibits ATP,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Garcinia Cambogia (Hydroxycitric Acid),A very popular weight-loss fruit extract that inhibits ATP,0.0,
779a58e5-91b9-44b0-b28d-49dd0ab23149,Conjugated Linoleic Acid (CLA),Biowell,8Weight Loss,,A fatty acid purported to reduce fat mass by altering fat cell,A fatty acid purported to reduce fat mass by altering fat cell,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Conjugated Linoleic Acid (CLA),A fatty acid purported to reduce fat mass by altering fat cell,0.0,
6268c5d9-7030-4c96-8d3b-d0b4ae310213,Apple Cider Vinegar,Biowell,8Weight Loss,,Taking vinegar before meals can moderate postprandial blood sugar spikes,Taking vinegar before meals can moderate postprandial blood sugar spikes,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Apple Cider Vinegar,Taking vinegar before meals can moderate postprandial blood sugar spikes,0.0,
64371a9d-81d1-4330-9cc8-c5915eef236f,Berberine,Biowell,Insulin Resistance,,"A top-tier supplement for insulin resistance, often compared to metformin in efficacy.","A top-tier supplement for insulin resistance, often compared to metformin in efficacy.",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Berberine,"A top-tier supplement for insulin resistance, often compared to metformin in efficacy.",110.0,
675e8c29-b8df-4560-9a4e-cc6ad22e0fc9,Myo-Inositol,Biowell,Insulin Resistance,,"A pivotal insulin sensitizer in insulin-resistant conditions, particularly for women with","A pivotal insulin sensitizer in insulin-resistant conditions, particularly for women with",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Myo-Inositol,"A pivotal insulin sensitizer in insulin-resistant conditions, particularly for women with",0.0,
896125a5-15bb-4387-9728-70893dfda835,Magnesium,Biowell,Insulin Resistance,,Low magnesium is common in insulin-resistant individuals and contributes to impaired,Low magnesium is common in insulin-resistant individuals and contributes to impaired,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Magnesium,Low magnesium is common in insulin-resistant individuals and contributes to impaired,0.0,
10a795b1-9226-4818-a433-e02275edaea4,Chromium,Biowell,Insulin Resistance,,Chromium enhances insulin’s effectiveness at the cellular level. In people with type 2,Chromium enhances insulin’s effectiveness at the cellular level. In people with type 2,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Chromium,Chromium enhances insulin’s effectiveness at the cellular level. In people with type 2,0.0,
01cec39b-5446-4ef4-aaff-5b726b58330a,Cinnamon Extract,Biowell,Insulin Resistance,,Cinnamon improves glucose uptake by upregulating insulin signaling pathways.,Cinnamon improves glucose uptake by upregulating insulin signaling pathways.,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Cinnamon Extract,Cinnamon improves glucose uptake by upregulating insulin signaling pathways.,0.0,
089ce75d-b909-4af8-bbf3-a6339715af62,Alpha-Lipoic Acid,Biowell,Insulin Resistance,,"As noted in Metabolism, ALA improves insulin-mediated glucose uptake. It’s","As noted in Metabolism, ALA improves insulin-mediated glucose uptake. It’s",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Alpha-Lipoic Acid,"As noted in Metabolism, ALA improves insulin-mediated glucose uptake. It’s",80.0,
04c8d3b2-f561-4a21-ad6a-50002716dad3,Vitamin D,Biowell,Insulin Resistance,,Vitamin D deficiency is linked with insulin resistance. Supplementing vitamin D in,Vitamin D deficiency is linked with insulin resistance. Supplementing vitamin D in,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Vitamin D,Vitamin D deficiency is linked with insulin resistance. Supplementing vitamin D in,0.0,
3eed5878-24c3-48b5-9322-77426cb3382a,Probiotics,Biowell,Insulin Resistance,,Emerging evidence links gut dysbiosis to insulin resistance. Certain probiotic strains (like,Emerging evidence links gut dysbiosis to insulin resistance. Certain probiotic strains (like,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Probiotics,Emerging evidence links gut dysbiosis to insulin resistance. Certain probiotic strains (like,0.0,
4e5634ff-8cd4-4dd7-bef3-a0e681f46b26,Melatonin,Biowell,Sleep & Recovery,,The body’s natural sleep hormone. Supplemental melatonin is very effective for,The body’s natural sleep hormone. Supplemental melatonin is very effective for,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Melatonin,The body’s natural sleep hormone. Supplemental melatonin is very effective for,0.0,
84d8651b-7d1c-46eb-9672-22c5dc769b36,Magnesium (Glycinate or Citrate),Biowell,Sleep & Recovery,,A calming mineral that aids muscle relaxation and reduces,A calming mineral that aids muscle relaxation and reduces,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Magnesium (Glycinate or Citrate),A calming mineral that aids muscle relaxation and reduces,0.0,
b380649d-2467-4f21-9d69-e1a42bd792c4,Glycine,Biowell,Sleep & Recovery,,An amino acid that enhances sleep by lowering core body temperature and modulating,An amino acid that enhances sleep by lowering core body temperature and modulating,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Glycine,An amino acid that enhances sleep by lowering core body temperature and modulating,0.0,
1b980ef5-f81e-45d9-884e-f268c6546ad0,Valerian Root,Biowell,Sleep & Recovery,,"Herbal sedative that may improve sleep latency and quality. While results are mixed,","Herbal sedative that may improve sleep latency and quality. While results are mixed,",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Valerian Root,"Herbal sedative that may improve sleep latency and quality. While results are mixed,",0.0,
59d80403-b7de-4841-8b48-8d8b9414b152,L-Theanine,Biowell,Sleep & Recovery,,"An amino acid from green tea, promotes relaxation without sedation by enhancing","An amino acid from green tea, promotes relaxation without sedation by enhancing",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,L-Theanine,"An amino acid from green tea, promotes relaxation without sedation by enhancing",0.0,
8d324319-e5b6-4097-b5aa-d0251788fc01,Protein (Casein) at Night,Biowell,Sleep & Recovery,,"For those focused on physical recovery, a slow-digesting protein like","For those focused on physical recovery, a slow-digesting protein like",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Protein (Casein) at Night,"For those focused on physical recovery, a slow-digesting protein like",0.0,
4104da9b-419a-467b-a5e3-219af1688fd2,Omega-3 DHA,Biowell,Cognitive Focus,,"The brain is ~60% fat by dry weight, and DHA is the predominant fatty acid in","The brain is ~60% fat by dry weight, and DHA is the predominant fatty acid in",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Omega-3 DHA,"The brain is ~60% fat by dry weight, and DHA is the predominant fatty acid in",0.0,
3921422b-4add-492d-ba6b-b665ed6d3999,Bacopa Monnieri,Biowell,Cognitive Focus,,An Ayurvedic herb with proven memory-enhancing effects. Bacopa’s active,An Ayurvedic herb with proven memory-enhancing effects. Bacopa’s active,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Bacopa Monnieri,An Ayurvedic herb with proven memory-enhancing effects. Bacopa’s active,0.0,
d512dc50-dcc7-4d33-ba5c-016674cc9dfa,Ginkgo Biloba,Biowell,Cognitive Focus,,Extract from ginkgo leaves can enhance cerebral blood flow and has modest benefits,Extract from ginkgo leaves can enhance cerebral blood flow and has modest benefits,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Ginkgo Biloba,Extract from ginkgo leaves can enhance cerebral blood flow and has modest benefits,0.0,
02967998-40ed-4655-82b2-e891ee989753,Rhodiola Rosea,Biowell,Cognitive Focus,,An adaptogen that combats mental fatigue. Rhodiola has been shown to improve,An adaptogen that combats mental fatigue. Rhodiola has been shown to improve,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Rhodiola Rosea,An adaptogen that combats mental fatigue. Rhodiola has been shown to improve,95.0,
144faa9a-4568-495c-bcf4-2df5343645f4,Creatine,Biowell,Cognitive Focus,,"Typically thought of for muscles, creatine is also a cognitive booster, particularly in","Typically thought of for muscles, creatine is also a cognitive booster, particularly in",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Creatine,"Typically thought of for muscles, creatine is also a cognitive booster, particularly in",0.0,
44b13cc8-0849-4139-95dc-e6398bba4be3,Phosphatidylserine (PS),Biowell,Cognitive Focus,,A phospholipid component of neuronal membranes that supports,A phospholipid component of neuronal membranes that supports,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Phosphatidylserine (PS),A phospholipid component of neuronal membranes that supports,0.0,
6b76e334-28fd-471d-aa03-f4033a47d0a4,Acetyl-L-Carnitine (ALCAR),Biowell,Cognitive Focus,,Readily crosses the blood-brain barrier and supports mitochondrial,Readily crosses the blood-brain barrier and supports mitochondrial,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Acetyl-L-Carnitine (ALCAR),Readily crosses the blood-brain barrier and supports mitochondrial,0.0,
c51e35ff-8d94-434c-b7dd-b6647723fd27,Vitamin D3,Biowell,Testosterone Optimization,,Often low in men with suboptimal testosterone. Vitamin D is thought to play a role in,Often low in men with suboptimal testosterone. Vitamin D is thought to play a role in,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Vitamin D3,Often low in men with suboptimal testosterone. Vitamin D is thought to play a role in,40.0,
ddc1bc55-a31a-425b-a579-ba17d7e6c73b,Zinc and Magnesium (ZMA),Biowell,Testosterone Optimization,,These minerals are important for testosterone synthesis and as,These minerals are important for testosterone synthesis and as,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Zinc and Magnesium (ZMA),These minerals are important for testosterone synthesis and as,0.0,
938d1b6e-ad4a-4198-a998-7c089cf38177,Ashwagandha (Withania somnifera),Biowell,Testosterone Optimization,,One of the best-supported herbal T boosters. Ashwagandha,One of the best-supported herbal T boosters. Ashwagandha,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Ashwagandha (Withania somnifera),One of the best-supported herbal T boosters. Ashwagandha,0.0,
c41daa7f-f4f1-417b-8933-27d1f11f7b89,Human trials,Biowell,Testosterone Optimization,,e.g. a study in stressed men saw a ~15% increase in testosterone after 8 weeks of,e.g. a study in stressed men saw a ~15% increase in testosterone after 8 weeks of,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Human trials,e.g. a study in stressed men saw a ~15% increase in testosterone after 8 weeks of,0.0,
ba00b63f-cab0-4f09-a33b-8bcefe2f8925,Tongkat Ali (Eurycoma longifolia),Biowell,Testosterone Optimization,,Malaysian herb shown to free up bound testosterone and,Malaysian herb shown to free up bound testosterone and,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Tongkat Ali (Eurycoma longifolia),Malaysian herb shown to free up bound testosterone and,135.0,
2bc73b1a-ce2c-4464-9c7c-cd8cf97f55bd,200 mg of a 100,Biowell,Testosterone Optimization,,1 extract daily. Benefits include improved sexual well-being and energy along with T,1 extract daily. Benefits include improved sexual well-being and energy along with T,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,200 mg of a 100,1 extract daily. Benefits include improved sexual well-being and energy along with T,0.0,
604352e3-721c-47e1-959e-98dbeeb39452,Fenugreek Extract,Biowell,Testosterone Optimization,,Contains saponins (like protodioscin) that may inhibit aromatase and 5-α-,Contains saponins (like protodioscin) that may inhibit aromatase and 5-α-,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Fenugreek Extract,Contains saponins (like protodioscin) that may inhibit aromatase and 5-α-,0.0,
457d0166-6b44-4e48-ba8c-f4f8d1527d88,D-Aspartic Acid (DAA),Biowell,Testosterone Optimization,,An amino acid that in some studies acutely raises testosterone by boosting,An amino acid that in some studies acutely raises testosterone by boosting,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,D-Aspartic Acid (DAA),An amino acid that in some studies acutely raises testosterone by boosting,0.0,
b7df0398-29de-4104-aa9b-535ba36d71fb,Boron,Biowell,Testosterone Optimization,,A lesser-known mineral for T: small trials have found 10 mg boron daily for a week increased,A lesser-known mineral for T: small trials have found 10 mg boron daily for a week increased,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Boron,A lesser-known mineral for T: small trials have found 10 mg boron daily for a week increased,0.0,
8c9b304b-13b7-40e8-bb96-2a1747b2ad76,"Electrolytes (Salt, Potassium, Magnesium)",Biowell,Intermittent Fasting,,"When fasting, especially >16 hours or on low-carb","When fasting, especially >16 hours or on low-carb",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,"Electrolytes (Salt, Potassium, Magnesium)","When fasting, especially >16 hours or on low-carb",0.0,
96be5ba4-ccc8-4673-a345-aed454196b18,is key,Biowell,Intermittent Fasting,,~1–2 teaspoons of salt (≈2000–4000 mg sodium) spread through the day (e.g. in water or,~1–2 teaspoons of salt (≈2000–4000 mg sodium) spread through the day (e.g. in water or,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,is key,~1–2 teaspoons of salt (≈2000–4000 mg sodium) spread through the day (e.g. in water or,0.0,
528881d3-1356-4688-8aae-f8fe60534411,Black Coffee & Green Tea,Biowell,Intermittent Fasting,,Zero-calorie caffeinated beverages that can suppress appetite and,Zero-calorie caffeinated beverages that can suppress appetite and,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Black Coffee & Green Tea,Zero-calorie caffeinated beverages that can suppress appetite and,0.0,
90ac6fe1-314a-4cae-9968-ba62375a04c7,Apple Cider Vinegar (ACV),Biowell,Intermittent Fasting,,"ACV (1–2 tablespoons in water) before a meal (i.e. at the end of a fast, or","ACV (1–2 tablespoons in water) before a meal (i.e. at the end of a fast, or",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Apple Cider Vinegar (ACV),"ACV (1–2 tablespoons in water) before a meal (i.e. at the end of a fast, or",0.0,
18cf9b10-9517-4cf3-9fac-99260cbb69ad,Sodium Bicarbonate (Baking Soda),Biowell,Intermittent Fasting,,"During prolonged fasts or strict ketogenic states, acid buildup","During prolonged fasts or strict ketogenic states, acid buildup",General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Sodium Bicarbonate (Baking Soda),"During prolonged fasts or strict ketogenic states, acid buildup",0.0,
c8980b44-1831-4afa-9491-4a696f8f3966,Multivitamin (for Micronutrient Coverage),Biowell,Intermittent Fasting,,If one is doing daily 16:8 IF and eating a balanced diet,If one is doing daily 16:8 IF and eating a balanced diet,General Health Benefit,,,30.0,,,0.0,0.0,USD,100.0,True,False,False,,{},,,,,,,,,,0.0,,Multivitamin (for Micronutrient Coverage),If one is doing daily 16:8 IF and eating a balanced diet,0.0,
custom-id-iso,Whey Protein Isolate (Unflavored),Biowell,Muscle Building,Protein,High purity whey isolate with minimal additives.,Provides fast-absorbing protein ideal for muscle recovery with reduced lactose.,Muscle Growth and Recovery,Whey Protein Isolate,30g,,,,,,,,,,,,,,,,Contains Milk,Biowell,USA,,,,900.0,"isolate,unflavored",Whey Protein Isolate (Unflavored),Pure whey isolate for clean nutrition and optimal muscle support.,207.0,
custom-id-hydro,Hydrolyzed Whey Protein,Biowell,Muscle Building,Protein,Pre-digested whey for ultra-fast absorption.,Ideal for sensitive stomachs and rapid recovery needs.,Rapid Absorption and Digestion,Hydrolyzed Whey Protein,30g,,,,,,,,,,,,,,,,Contains Milk,Biowell,USA,,,,900.0,"hydrolyzed,digestion,performance",Hydrolyzed Whey Protein,Hydrolyzed whey for fast muscle recovery and better digestion.,225.0,
